Freq, Harmonic, V1, VAngle1, I1, IAngle1
820, 13.66667, 36.2106, -41.7236, 0.00226481, 29.7385
821, 13.67500, 36.2504, -41.7156, 0.00226871, 29.7589
821, 13.68333, 36.2901, -41.7077, 0.0022726, 29.7793
822, 13.69167, 36.3298, -41.6997, 0.0022765, 29.7997
822, 13.70000, 36.3696, -41.6918, 0.00228041, 29.82
823, 13.70833, 36.4094, -41.684, 0.00228432, 29.8403
823, 13.71667, 36.4492, -41.6761, 0.00228823, 29.8605
824, 13.72500, 36.489, -41.6683, 0.00229215, 29.8807
824, 13.73333, 36.5288, -41.6605, 0.00229607, 29.9009
824, 13.74167, 36.5686, -41.6528, 0.0023, 29.921
825, 13.75000, 36.6085, -41.6451, 0.00230393, 29.941
826, 13.75833, 36.6484, -41.6374, 0.00230786, 29.961
826, 13.76667, 36.6883, -41.6297, 0.0023118, 29.981
827, 13.77500, 36.7282, -41.622, 0.00231574, 30.0009
827, 13.78333, 36.7681, -41.6144, 0.00231969, 30.0208
828, 13.79167, 36.808, -41.6068, 0.00232364, 30.0406
828, 13.80000, 36.848, -41.5992, 0.00232759, 30.0604
829, 13.80833, 36.888, -41.5917, 0.00233155, 30.0802
829, 13.81667, 36.928, -41.5842, 0.00233552, 30.0999
830, 13.82500, 36.968, -41.5767, 0.00233948, 30.1196
830, 13.83333, 37.008, -41.5692, 0.00234346, 30.1392
831, 13.84167, 37.048, -41.5618, 0.00234743, 30.1588
831, 13.85000, 37.0881, -41.5544, 0.00235141, 30.1783
832, 13.85833, 37.1282, -41.547, 0.0023554, 30.1978
832, 13.86667, 37.1683, -41.5396, 0.00235939, 30.2173
832, 13.87500, 37.2084, -41.5323, 0.00236338, 30.2367
833, 13.88333, 37.2485, -41.525, 0.00236738, 30.2561
834, 13.89167, 37.2887, -41.5177, 0.00237138, 30.2754
834, 13.90000, 37.3288, -41.5104, 0.00237538, 30.2947
835, 13.90833, 37.369, -41.5032, 0.00237939, 30.3139
835, 13.91667, 37.4092, -41.496, 0.00238341, 30.3332
836, 13.92500, 37.4494, -41.4888, 0.00238742, 30.3523
836, 13.93333, 37.4896, -41.4816, 0.00239145, 30.3714
837, 13.94167, 37.5299, -41.4745, 0.00239547, 30.3905
837, 13.95000, 37.5702, -41.4674, 0.0023995, 30.4096
838, 13.95833, 37.6104, -41.4603, 0.00240354, 30.4286
838, 13.96667, 37.6507, -41.4532, 0.00240758, 30.4475
839, 13.97500, 37.6911, -41.4462, 0.00241162, 30.4665
839, 13.98333, 37.7314, -41.4392, 0.00241567, 30.4853
840, 13.99167, 37.7717, -41.4322, 0.00241972, 30.5042
840, 14.00000, 37.8121, -41.4252, 0.00242378, 30.523
841, 14.00833, 37.8525, -41.4183, 0.00242784, 30.5417
841, 14.01667, 37.8929, -41.4113, 0.00243191, 30.5605
841, 14.02500, 37.9333, -41.4044, 0.00243598, 30.5791
842, 14.03333, 37.9738, -41.3976, 0.00244005, 30.5978
843, 14.04167, 38.0142, -41.3907, 0.00244413, 30.6164
843, 14.05000, 38.0547, -41.3839, 0.00244821, 30.6349
844, 14.05833, 38.0952, -41.3771, 0.0024523, 30.6535
844, 14.06667, 38.1357, -41.3703, 0.00245639, 30.672
845, 14.07500, 38.1762, -41.3636, 0.00246048, 30.6904
845, 14.08333, 38.2168, -41.3569, 0.00246458, 30.7088
846, 14.09167, 38.2574, -41.3501, 0.00246869, 30.7272
846, 14.10000, 38.2979, -41.3435, 0.0024728, 30.7455
847, 14.10833, 38.3386, -41.3368, 0.00247691, 30.7638
847, 14.11667, 38.3792, -41.3302, 0.00248103, 30.782
848, 14.12500, 38.4198, -41.3236, 0.00248515, 30.8002
848, 14.13333, 38.4605, -41.317, 0.00248927, 30.8184
849, 14.14167, 38.5011, -41.3104, 0.00249341, 30.8365
849, 14.15000, 38.5418, -41.3039, 0.00249754, 30.8546
849, 14.15833, 38.5826, -41.2973, 0.00250168, 30.8727
850, 14.16667, 38.6233, -41.2908, 0.00250582, 30.8907
851, 14.17500, 38.664, -41.2844, 0.00250997, 30.9087
851, 14.18333, 38.7048, -41.2779, 0.00251412, 30.9266
852, 14.19167, 38.7456, -41.2715, 0.00251828, 30.9446
852, 14.20000, 38.7864, -41.2651, 0.00252244, 30.9624
853, 14.20833, 38.8272, -41.2587, 0.00252661, 30.9803
853, 14.21667, 38.8681, -41.2523, 0.00253078, 30.998
854, 14.22500, 38.9089, -41.246, 0.00253495, 31.0158
854, 14.23333, 38.9498, -41.2397, 0.00253913, 31.0335
855, 14.24167, 38.9907, -41.2334, 0.00254331, 31.0512
855, 14.25000, 39.0316, -41.2271, 0.0025475, 31.0688
856, 14.25833, 39.0726, -41.2208, 0.00255169, 31.0865
856, 14.26667, 39.1135, -41.2146, 0.00255589, 31.104
857, 14.27500, 39.1545, -41.2084, 0.00256009, 31.1216
857, 14.28333, 39.1955, -41.2022, 0.00256429, 31.1391
857, 14.29167, 39.2365, -41.1961, 0.0025685, 31.1565
858, 14.30000, 39.2775, -41.1899, 0.00257272, 31.1739
859, 14.30833, 39.3186, -41.1838, 0.00257694, 31.1913
859, 14.31667, 39.3597, -41.1777, 0.00258116, 31.2087
860, 14.32500, 39.4007, -41.1716, 0.00258539, 31.226
860, 14.33333, 39.4418, -41.1656, 0.00258962, 31.2433
861, 14.34167, 39.483, -41.1595, 0.00259386, 31.2605
861, 14.35000, 39.5241, -41.1535, 0.0025981, 31.2777
862, 14.35833, 39.5653, -41.1475, 0.00260234, 31.2949
862, 14.36667, 39.6065, -41.1415, 0.00260659, 31.312
863, 14.37500, 39.6477, -41.1356, 0.00261085, 31.3291
863, 14.38333, 39.6889, -41.1296, 0.00261511, 31.3462
864, 14.39167, 39.7302, -41.1237, 0.00261937, 31.3632
864, 14.40000, 39.7714, -41.1178, 0.00262364, 31.3802
865, 14.40833, 39.8127, -41.112, 0.00262791, 31.3972
865, 14.41667, 39.854, -41.1061, 0.00263219, 31.4141
866, 14.42500, 39.8953, -41.1003, 0.00263647, 31.431
866, 14.43333, 39.9367, -41.0945, 0.00264076, 31.4478
866, 14.44167, 39.978, -41.0887, 0.00264505, 31.4647
867, 14.45000, 40.0194, -41.0829, 0.00264934, 31.4815
868, 14.45833, 40.0608, -41.0772, 0.00265364, 31.4982
868, 14.46667, 40.1022, -41.0715, 0.00265795, 31.5149
869, 14.47500, 40.1437, -41.0658, 0.00266226, 31.5316
869, 14.48333, 40.1851, -41.0601, 0.00266657, 31.5482
870, 14.49167, 40.2266, -41.0544, 0.00267089, 31.5649
870, 14.50000, 40.2681, -41.0488, 0.00267521, 31.5814
871, 14.50833, 40.3097, -41.0432, 0.00267954, 31.598
871, 14.51667, 40.3512, -41.0375, 0.00268387, 31.6145
872, 14.52500, 40.3928, -41.032, 0.00268821, 31.631
872, 14.53333, 40.4343, -41.0264, 0.00269255, 31.6474
873, 14.54167, 40.4759, -41.0209, 0.00269689, 31.6638
873, 14.55000, 40.5176, -41.0153, 0.00270124, 31.6802
874, 14.55833, 40.5592, -41.0098, 0.0027056, 31.6965
874, 14.56667, 40.6009, -41.0043, 0.00270996, 31.7128
874, 14.57500, 40.6426, -40.9989, 0.00271432, 31.7291
875, 14.58333, 40.6843, -40.9934, 0.00271869, 31.7453
876, 14.59167, 40.726, -40.988, 0.00272306, 31.7615
876, 14.60000, 40.7677, -40.9826, 0.00272744, 31.7777
877, 14.60833, 40.8095, -40.9772, 0.00273183, 31.7938
877, 14.61667, 40.8513, -40.9718, 0.00273621, 31.81
878, 14.62500, 40.8931, -40.9665, 0.00274061, 31.826
878, 14.63333, 40.9349, -40.9612, 0.002745, 31.8421
879, 14.64167, 40.9768, -40.9559, 0.0027494, 31.8581
879, 14.65000, 41.0186, -40.9506, 0.00275381, 31.8741
880, 14.65833, 41.0605, -40.9453, 0.00275822, 31.89
880, 14.66667, 41.1024, -40.94, 0.00276264, 31.9059
881, 14.67500, 41.1444, -40.9348, 0.00276706, 31.9218
881, 14.68333, 41.1863, -40.9296, 0.00277148, 31.9376
882, 14.69167, 41.2283, -40.9244, 0.00277591, 31.9534
882, 14.70000, 41.2703, -40.9192, 0.00278034, 31.9692
882, 14.70833, 41.3123, -40.9141, 0.00278478, 31.985
883, 14.71667, 41.3544, -40.9089, 0.00278923, 32.0007
884, 14.72500, 41.3964, -40.9038, 0.00279367, 32.0164
884, 14.73333, 41.4385, -40.8987, 0.00279813, 32.032
885, 14.74167, 41.4806, -40.8936, 0.00280259, 32.0476
885, 14.75000, 41.5227, -40.8885, 0.00280705, 32.0632
886, 14.75833, 41.5649, -40.8835, 0.00281151, 32.0788
886, 14.76667, 41.607, -40.8785, 0.00281599, 32.0943
887, 14.77500, 41.6492, -40.8734, 0.00282046, 32.1098
887, 14.78333, 41.6914, -40.8685, 0.00282494, 32.1252
888, 14.79167, 41.7337, -40.8635, 0.00282943, 32.1407
888, 14.80000, 41.7759, -40.8585, 0.00283392, 32.1561
889, 14.80833, 41.8182, -40.8536, 0.00283842, 32.1714
889, 14.81667, 41.8605, -40.8487, 0.00284292, 32.1868
890, 14.82500, 41.9028, -40.8438, 0.00284742, 32.2021
890, 14.83333, 41.9451, -40.8389, 0.00285193, 32.2173
891, 14.84167, 41.9875, -40.834, 0.00285645, 32.2326
891, 14.85000, 42.0299, -40.8292, 0.00286097, 32.2478
891, 14.85833, 42.0723, -40.8243, 0.00286549, 32.263
892, 14.86667, 42.1147, -40.8195, 0.00287002, 32.2781
893, 14.87500, 42.1572, -40.8147, 0.00287456, 32.2932
893, 14.88333, 42.1996, -40.8099, 0.0028791, 32.3083
894, 14.89167, 42.2421, -40.8052, 0.00288364, 32.3234
894, 14.90000, 42.2846, -40.8004, 0.00288819, 32.3384
895, 14.90833, 42.3272, -40.7957, 0.00289274, 32.3534
895, 14.91667, 42.3697, -40.791, 0.0028973, 32.3684
896, 14.92500, 42.4123, -40.7863, 0.00290186, 32.3833
896, 14.93333, 42.4549, -40.7817, 0.00290643, 32.3982
897, 14.94167, 42.4975, -40.777, 0.002911, 32.4131
897, 14.95000, 42.5402, -40.7724, 0.00291558, 32.4279
898, 14.95833, 42.5828, -40.7677, 0.00292016, 32.4428
898, 14.96667, 42.6255, -40.7631, 0.00292475, 32.4575
899, 14.97500, 42.6683, -40.7586, 0.00292934, 32.4723
899, 14.98333, 42.711, -40.754, 0.00293394, 32.487
899, 14.99167, 42.7537, -40.7494, 0.00293854, 32.5017
900, 15.00000, 42.7965, -40.7449, 0.00294315, 32.5164
901, 15.00833, 42.8393, -40.7404, 0.00294776, 32.531
901, 15.01667, 42.8822, -40.7359, 0.00295238, 32.5456
902, 15.02500, 42.925, -40.7314, 0.002957, 32.5602
902, 15.03333, 42.9679, -40.7269, 0.00296163, 32.5747
903, 15.04167, 43.0108, -40.7225, 0.00296626, 32.5893
903, 15.05000, 43.0537, -40.7181, 0.0029709, 32.6037
904, 15.05833, 43.0966, -40.7136, 0.00297554, 32.6182
904, 15.06667, 43.1396, -40.7092, 0.00298018, 32.6326
905, 15.07500, 43.1826, -40.7049, 0.00298483, 32.647
905, 15.08333, 43.2256, -40.7005, 0.00298949, 32.6614
906, 15.09167, 43.2686, -40.6961, 0.00299415, 32.6758
906, 15.10000, 43.3117, -40.6918, 0.00299882, 32.6901
907, 15.10833, 43.3548, -40.6875, 0.00300349, 32.7044
907, 15.11667, 43.3979, -40.6832, 0.00300817, 32.7186
907, 15.12500, 43.441, -40.6789, 0.00301285, 32.7328
908, 15.13333, 43.4841, -40.6746, 0.00301753, 32.747
909, 15.14167, 43.5273, -40.6704, 0.00302222, 32.7612
909, 15.15000, 43.5705, -40.6662, 0.00302692, 32.7754
910, 15.15833, 43.6137, -40.6619, 0.00303162, 32.7895
910, 15.16667, 43.657, -40.6577, 0.00303633, 32.8036
911, 15.17500, 43.7002, -40.6536, 0.00304104, 32.8176
911, 15.18333, 43.7435, -40.6494, 0.00304575, 32.8316
912, 15.19167, 43.7868, -40.6452, 0.00305048, 32.8456
912, 15.20000, 43.8302, -40.6411, 0.0030552, 32.8596
913, 15.20833, 43.8735, -40.637, 0.00305993, 32.8736
913, 15.21667, 43.9169, -40.6329, 0.00306467, 32.8875
914, 15.22500, 43.9603, -40.6288, 0.00306941, 32.9014
914, 15.23333, 44.0037, -40.6247, 0.00307416, 32.9152
915, 15.24167, 44.0472, -40.6207, 0.00307891, 32.9291
915, 15.25000, 44.0907, -40.6166, 0.00308366, 32.9429
916, 15.25833, 44.1342, -40.6126, 0.00308843, 32.9566
916, 15.26667, 44.1777, -40.6086, 0.00309319, 32.9704
916, 15.27500, 44.2213, -40.6046, 0.00309796, 32.9841
917, 15.28333, 44.2648, -40.6006, 0.00310274, 32.9978
918, 15.29167, 44.3084, -40.5966, 0.00310752, 33.0115
918, 15.30000, 44.3521, -40.5927, 0.00311231, 33.0251
919, 15.30833, 44.3957, -40.5888, 0.0031171, 33.0387
919, 15.31667, 44.4394, -40.5849, 0.0031219, 33.0523
920, 15.32500, 44.4831, -40.5809, 0.0031267, 33.0659
920, 15.33333, 44.5268, -40.5771, 0.00313151, 33.0794
921, 15.34167, 44.5705, -40.5732, 0.00313632, 33.0929
921, 15.35000, 44.6143, -40.5693, 0.00314114, 33.1064
922, 15.35833, 44.6581, -40.5655, 0.00314596, 33.1198
922, 15.36667, 44.7019, -40.5617, 0.00315079, 33.1332
923, 15.37500, 44.7458, -40.5579, 0.00315562, 33.1466
923, 15.38333, 44.7896, -40.5541, 0.00316046, 33.16
924, 15.39167, 44.8335, -40.5503, 0.00316531, 33.1733
924, 15.40000, 44.8774, -40.5465, 0.00317015, 33.1867
924, 15.40833, 44.9214, -40.5428, 0.00317501, 33.1999
925, 15.41667, 44.9653, -40.5391, 0.00317987, 33.2132
926, 15.42500, 45.0093, -40.5353, 0.00318473, 33.2264
926, 15.43333, 45.0533, -40.5316, 0.0031896, 33.2397
927, 15.44167, 45.0974, -40.528, 0.00319448, 33.2528
927, 15.45000, 45.1414, -40.5243, 0.00319936, 33.266
928, 15.45833, 45.1855, -40.5206, 0.00320424, 33.2791
928, 15.46667, 45.2296, -40.517, 0.00320913, 33.2922
929, 15.47500, 45.2738, -40.5134, 0.00321403, 33.3053
929, 15.48333, 45.3179, -40.5097, 0.00321893, 33.3183
930, 15.49167, 45.3621, -40.5061, 0.00322383, 33.3314
930, 15.50000, 45.4064, -40.5026, 0.00322874, 33.3444
931, 15.50833, 45.4506, -40.499, 0.00323366, 33.3573
931, 15.51667, 45.4949, -40.4954, 0.00323858, 33.3703
932, 15.52500, 45.5392, -40.4919, 0.00324351, 33.3832
932, 15.53333, 45.5835, -40.4884, 0.00324844, 33.3961
932, 15.54167, 45.6278, -40.4849, 0.00325338, 33.409
933, 15.55000, 45.6722, -40.4814, 0.00325832, 33.4218
934, 15.55833, 45.7166, -40.4779, 0.00326327, 33.4346
934, 15.56667, 45.761, -40.4744, 0.00326822, 33.4474
935, 15.57500, 45.8054, -40.471, 0.00327318, 33.4602
935, 15.58333, 45.8499, -40.4675, 0.00327815, 33.4729
936, 15.59167, 45.8944, -40.4641, 0.00328312, 33.4856
936, 15.60000, 45.9389, -40.4607, 0.00328809, 33.4983
937, 15.60833, 45.9835, -40.4573, 0.00329307, 33.511
937, 15.61667, 46.028, -40.4539, 0.00329806, 33.5236
938, 15.62500, 46.0726, -40.4506, 0.00330305, 33.5362
938, 15.63333, 46.1173, -40.4472, 0.00330804, 33.5488
939, 15.64167, 46.1619, -40.4439, 0.00331304, 33.5614
939, 15.65000, 46.2066, -40.4406, 0.00331805, 33.5739
940, 15.65833, 46.2513, -40.4373, 0.00332306, 33.5864
940, 15.66667, 46.296, -40.434, 0.00332808, 33.5989
941, 15.67500, 46.3408, -40.4307, 0.0033331, 33.6114
941, 15.68333, 46.3855, -40.4274, 0.00333813, 33.6238
941, 15.69167, 46.4304, -40.4242, 0.00334316, 33.6362
942, 15.70000, 46.4752, -40.4209, 0.0033482, 33.6486
943, 15.70833, 46.52, -40.4177, 0.00335325, 33.661
943, 15.71667, 46.5649, -40.4145, 0.0033583, 33.6733
944, 15.72500, 46.6098, -40.4113, 0.00336335, 33.6856
944, 15.73333, 46.6548, -40.4081, 0.00336841, 33.6979
945, 15.74167, 46.6997, -40.405, 0.00337348, 33.7102
945, 15.75000, 46.7447, -40.4018, 0.00337855, 33.7224
946, 15.75833, 46.7897, -40.3987, 0.00338363, 33.7346
946, 15.76667, 46.8348, -40.3955, 0.00338871, 33.7468
947, 15.77500, 46.8799, -40.3924, 0.0033938, 33.759
947, 15.78333, 46.925, -40.3893, 0.00339889, 33.7711
948, 15.79167, 46.9701, -40.3863, 0.00340399, 33.7833
948, 15.80000, 47.0152, -40.3832, 0.00340909, 33.7954
949, 15.80833, 47.0604, -40.3801, 0.0034142, 33.8074
949, 15.81667, 47.1056, -40.3771, 0.00341932, 33.8195
949, 15.82500, 47.1509, -40.3741, 0.00342444, 33.8315
950, 15.83333, 47.1961, -40.371, 0.00342957, 33.8435
951, 15.84167, 47.2414, -40.368, 0.0034347, 33.8555
951, 15.85000, 47.2867, -40.365, 0.00343983, 33.8674
952, 15.85833, 47.3321, -40.3621, 0.00344498, 33.8793
952, 15.86667, 47.3774, -40.3591, 0.00345013, 33.8912
953, 15.87500, 47.4228, -40.3562, 0.00345528, 33.9031
953, 15.88333, 47.4682, -40.3532, 0.00346044, 33.915
954, 15.89167, 47.5137, -40.3503, 0.0034656, 33.9268
954, 15.90000, 47.5592, -40.3474, 0.00347077, 33.9386
955, 15.90833, 47.6047, -40.3445, 0.00347595, 33.9504
955, 15.91667, 47.6502, -40.3416, 0.00348113, 33.9621
956, 15.92500, 47.6958, -40.3388, 0.00348632, 33.9739
956, 15.93333, 47.7413, -40.3359, 0.00349151, 33.9856
957, 15.94167, 47.787, -40.3331, 0.00349671, 33.9973
957, 15.95000, 47.8326, -40.3302, 0.00350191, 34.0089
957, 15.95833, 47.8783, -40.3274, 0.00350712, 34.0206
958, 15.96667, 47.924, -40.3246, 0.00351234, 34.0322
959, 15.97500, 47.9697, -40.3218, 0.00351756, 34.0438
959, 15.98333, 48.0154, -40.319, 0.00352278, 34.0553
960, 15.99167, 48.0612, -40.3163, 0.00352802, 34.0669
960, 16.00000, 48.107, -40.3135, 0.00353325, 34.0784
961, 16.00833, 48.1529, -40.3108, 0.0035385, 34.0899
961, 16.01667, 48.1987, -40.3081, 0.00354374, 34.1014
962, 16.02500, 48.2446, -40.3054, 0.003549, 34.1128
962, 16.03333, 48.2906, -40.3027, 0.00355426, 34.1243
963, 16.04167, 48.3365, -40.3, 0.00355952, 34.1357
963, 16.05000, 48.3825, -40.2973, 0.0035648, 34.1471
964, 16.05833, 48.4285, -40.2947, 0.00357007, 34.1584
964, 16.06667, 48.4745, -40.292, 0.00357536, 34.1698
965, 16.07500, 48.5206, -40.2894, 0.00358064, 34.1811
965, 16.08333, 48.5667, -40.2868, 0.00358594, 34.1924
966, 16.09167, 48.6128, -40.2841, 0.00359124, 34.2036
966, 16.10000, 48.6589, -40.2815, 0.00359654, 34.2149
966, 16.10833, 48.7051, -40.279, 0.00360185, 34.2261
967, 16.11667, 48.7513, -40.2764, 0.00360717, 34.2373
968, 16.12500, 48.7976, -40.2738, 0.00361249, 34.2485
968, 16.13333, 48.8438, -40.2713, 0.00361782, 34.2597
969, 16.14167, 48.8901, -40.2688, 0.00362316, 34.2708
969, 16.15000, 48.9364, -40.2663, 0.0036285, 34.2819
970, 16.15833, 48.9828, -40.2637, 0.00363384, 34.293
970, 16.16667, 49.0292, -40.2612, 0.00363919, 34.3041
971, 16.17500, 49.0756, -40.2588, 0.00364455, 34.3151
971, 16.18333, 49.122, -40.2563, 0.00364991, 34.3261
972, 16.19167, 49.1685, -40.2538, 0.00365528, 34.3371
972, 16.20000, 49.215, -40.2514, 0.00366066, 34.3481
973, 16.20833, 49.2615, -40.249, 0.00366604, 34.3591
973, 16.21667, 49.308, -40.2466, 0.00367142, 34.37
974, 16.22500, 49.3546, -40.2442, 0.00367681, 34.3809
974, 16.23333, 49.4012, -40.2418, 0.00368221, 34.3918
974, 16.24167, 49.4479, -40.2394, 0.00368762, 34.4027
975, 16.25000, 49.4945, -40.237, 0.00369303, 34.4135
976, 16.25833, 49.5412, -40.2347, 0.00369844, 34.4243
976, 16.26667, 49.588, -40.2323, 0.00370386, 34.4351
977, 16.27500, 49.6347, -40.23, 0.00370929, 34.4459
977, 16.28333, 49.6815, -40.2277, 0.00371472, 34.4567
978, 16.29167, 49.7283, -40.2254, 0.00372016, 34.4674
978, 16.30000, 49.7752, -40.2231, 0.00372561, 34.4781
979, 16.30833, 49.822, -40.2208, 0.00373106, 34.4888
979, 16.31667, 49.8689, -40.2185, 0.00373651, 34.4995
980, 16.32500, 49.9159, -40.2163, 0.00374197, 34.5101
980, 16.33333, 49.9628, -40.214, 0.00374744, 34.5208
981, 16.34167, 50.0098, -40.2118, 0.00375292, 34.5314
981, 16.35000, 50.0569, -40.2096, 0.0037584, 34.5419
982, 16.35833, 50.1039, -40.2073, 0.00376388, 34.5525
982, 16.36667, 50.151, -40.2051, 0.00376937, 34.563
982, 16.37500, 50.1981, -40.203, 0.00377487, 34.5736
983, 16.38333, 50.2453, -40.2008, 0.00378038, 34.5841
984, 16.39167, 50.2924, -40.1986, 0.00378589, 34.5945
984, 16.40000, 50.3396, -40.1965, 0.0037914, 34.605
985, 16.40833, 50.3869, -40.1943, 0.00379692, 34.6154
985, 16.41667, 50.4341, -40.1922, 0.00380245, 34.6258
986, 16.42500, 50.4814, -40.1901, 0.00380798, 34.6362
986, 16.43333, 50.5288, -40.188, 0.00381352, 34.6466
987, 16.44167, 50.5761, -40.1859, 0.00381907, 34.6569
987, 16.45000, 50.6235, -40.1838, 0.00382462, 34.6673
988, 16.45833, 50.6709, -40.1818, 0.00383018, 34.6776
988, 16.46667, 50.7184, -40.1797, 0.00383574, 34.6879
989, 16.47500, 50.7659, -40.1777, 0.00384131, 34.6981
989, 16.48333, 50.8134, -40.1757, 0.00384689, 34.7084
990, 16.49167, 50.8609, -40.1736, 0.00385247, 34.7186
990, 16.50000, 50.9085, -40.1716, 0.00385806, 34.7288
991, 16.50833, 50.9561, -40.1696, 0.00386365, 34.739
991, 16.51667, 51.0037, -40.1677, 0.00386925, 34.7491
991, 16.52500, 51.0514, -40.1657, 0.00387486, 34.7593
992, 16.53333, 51.0991, -40.1637, 0.00388047, 34.7694
993, 16.54167, 51.1468, -40.1618, 0.00388609, 34.7795
993, 16.55000, 51.1946, -40.1599, 0.00389171, 34.7896
994, 16.55833, 51.2424, -40.1579, 0.00389734, 34.7996
994, 16.56667, 51.2902, -40.156, 0.00390298, 34.8097
995, 16.57500, 51.338, -40.1541, 0.00390862, 34.8197
995, 16.58333, 51.3859, -40.1522, 0.00391427, 34.8297
996, 16.59167, 51.4338, -40.1504, 0.00391992, 34.8396
996, 16.60000, 51.4818, -40.1485, 0.00392558, 34.8496
997, 16.60833, 51.5298, -40.1466, 0.00393125, 34.8595
997, 16.61667, 51.5778, -40.1448, 0.00393692, 34.8694
998, 16.62500, 51.6258, -40.143, 0.0039426, 34.8793
998, 16.63333, 51.6739, -40.1411, 0.00394829, 34.8892
999, 16.64167, 51.722, -40.1393, 0.00395398, 34.899
999, 16.65000, 51.7701, -40.1375, 0.00395968, 34.9089
999, 16.65833, 51.8183, -40.1358, 0.00396538, 34.9187
1000, 16.66667, 51.8665, -40.134, 0.00397109, 34.9285
1001, 16.67500, 51.9147, -40.1322, 0.00397681, 34.9382
1001, 16.68333, 51.963, -40.1305, 0.00398253, 34.948
1002, 16.69167, 52.0113, -40.1287, 0.00398826, 34.9577
1002, 16.70000, 52.0596, -40.127, 0.003994, 34.9674
1003, 16.70833, 52.108, -40.1253, 0.00399974, 34.9771
1003, 16.71667, 52.1564, -40.1236, 0.00400549, 34.9868
1004, 16.72500, 52.2048, -40.1219, 0.00401124, 34.9964
1004, 16.73333, 52.2532, -40.1202, 0.004017, 35.006
1005, 16.74167, 52.3017, -40.1185, 0.00402277, 35.0156
1005, 16.75000, 52.3502, -40.1169, 0.00402854, 35.0252
1006, 16.75833, 52.3988, -40.1152, 0.00403432, 35.0348
1006, 16.76667, 52.4474, -40.1136, 0.0040401, 35.0443
1007, 16.77500, 52.496, -40.112, 0.00404589, 35.0539
1007, 16.78333, 52.5446, -40.1104, 0.00405169, 35.0634
1007, 16.79167, 52.5933, -40.1088, 0.0040575, 35.0729
1008, 16.80000, 52.642, -40.1072, 0.00406331, 35.0823
1009, 16.80833, 52.6908, -40.1056, 0.00406912, 35.0918
1009, 16.81667, 52.7396, -40.104, 0.00407495, 35.1012
1010, 16.82500, 52.7884, -40.1025, 0.00408078, 35.1106
1010, 16.83333, 52.8372, -40.1009, 0.00408661, 35.12
1011, 16.84167, 52.8861, -40.0994, 0.00409246, 35.1294
1011, 16.85000, 52.935, -40.0979, 0.0040983, 35.1387
1012, 16.85833, 52.984, -40.0963, 0.00410416, 35.148
1012, 16.86667, 53.033, -40.0948, 0.00411002, 35.1574
1013, 16.87500, 53.082, -40.0933, 0.00411589, 35.1666
1013, 16.88333, 53.131, -40.0919, 0.00412176, 35.1759
1014, 16.89167, 53.1801, -40.0904, 0.00412764, 35.1852
1014, 16.90000, 53.2292, -40.0889, 0.00413353, 35.1944
1015, 16.90833, 53.2783, -40.0875, 0.00413942, 35.2036
1015, 16.91667, 53.3275, -40.0861, 0.00414532, 35.2128
1016, 16.92500, 53.3767, -40.0846, 0.00415123, 35.222
1016, 16.93333, 53.426, -40.0832, 0.00415714, 35.2311
1016, 16.94167, 53.4753, -40.0818, 0.00416306, 35.2403
1017, 16.95000, 53.5246, -40.0804, 0.00416899, 35.2494
1018, 16.95833, 53.5739, -40.079, 0.00417492, 35.2585
1018, 16.96667, 53.6233, -40.0777, 0.00418086, 35.2676
1019, 16.97500, 53.6727, -40.0763, 0.0041868, 35.2766
1019, 16.98333, 53.7222, -40.075, 0.00419275, 35.2856
1020, 16.99167, 53.7716, -40.0736, 0.00419871, 35.2947
1020, 17.00000, 53.8212, -40.0723, 0.00420468, 35.3037
1021, 17.00833, 53.8707, -40.071, 0.00421065, 35.3126
1021, 17.01667, 53.9203, -40.0697, 0.00421663, 35.3216
1022, 17.02500, 53.9699, -40.0684, 0.00422261, 35.3306
1022, 17.03333, 54.0196, -40.0671, 0.0042286, 35.3395
1023, 17.04167, 54.0692, -40.0658, 0.0042346, 35.3484
1023, 17.05000, 54.119, -40.0646, 0.0042406, 35.3573
1024, 17.05833, 54.1687, -40.0633, 0.00424661, 35.3661
1024, 17.06667, 54.2185, -40.0621, 0.00425263, 35.375
1025, 17.07500, 54.2683, -40.0609, 0.00425865, 35.3838
1025, 17.08333, 54.3182, -40.0596, 0.00426468, 35.3926
1026, 17.09167, 54.3681, -40.0584, 0.00427072, 35.4014
1026, 17.10000, 54.418, -40.0572, 0.00427676, 35.4102
1027, 17.10833, 54.468, -40.056, 0.00428281, 35.4189
1027, 17.11667, 54.518, -40.0549, 0.00428887, 35.4277
1028, 17.12500, 54.568, -40.0537, 0.00429493, 35.4364
1028, 17.13333, 54.6181, -40.0526, 0.004301, 35.4451
1029, 17.14167, 54.6682, -40.0514, 0.00430708, 35.4538
1029, 17.15000, 54.7183, -40.0503, 0.00431316, 35.4624
1030, 17.15833, 54.7685, -40.0492, 0.00431925, 35.4711
1030, 17.16667, 54.8187, -40.048, 0.00432535, 35.4797
1031, 17.17500, 54.8689, -40.0469, 0.00433145, 35.4883
1031, 17.18333, 54.9192, -40.0459, 0.00433756, 35.4969
1032, 17.19167, 54.9695, -40.0448, 0.00434368, 35.5054
1032, 17.20000, 55.0198, -40.0437, 0.0043498, 35.514
