Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1954, 32.56667, 17.1732, -130.555, 111.302, 1.59137, 89.1362, -154.742, 0.00227451, -14.4515, 0.0321028, 116.844, 0.0240425, -58.2677
1955, 32.57500, 17.184, -130.692, 111.527, 1.56127, 89.2675, -154.74, 0.00226102, -14.274, 0.0320688, 116.885, 0.024002, -58.2463
1955, 32.58333, 17.1948, -130.829, 111.753, 1.53101, 89.3992, -154.737, 0.00224753, -14.0918, 0.0320346, 116.925, 0.0239613, -58.2249
1956, 32.59167, 17.2056, -130.966, 111.98, 1.50058, 89.5312, -154.734, 0.00223404, -13.9047, 0.0320003, 116.966, 0.0239205, -58.2033
1956, 32.60000, 17.2165, -131.103, 112.207, 1.46999, 89.6635, -154.731, 0.00222055, -13.7126, 0.0319659, 117.008, 0.0238795, -58.1815
1957, 32.60833, 17.2275, -131.24, 112.435, 1.43923, 89.7961, -154.728, 0.00220708, -13.5153, 0.0319314, 117.049, 0.0238384, -58.1597
1957, 32.61667, 17.2384, -131.378, 112.663, 1.4083, 89.9291, -154.726, 0.0021936, -13.3129, 0.0318967, 117.091, 0.0237971, -58.1377
1958, 32.62500, 17.2494, -131.515, 112.893, 1.37721, 90.0624, -154.723, 0.00218014, -13.1051, 0.0318619, 117.134, 0.0237556, -58.1156
1958, 32.63333, 17.2605, -131.653, 113.123, 1.34596, 90.1961, -154.72, 0.0021667, -12.8919, 0.0318269, 117.176, 0.023714, -58.0934
1959, 32.64167, 17.2716, -131.791, 113.353, 1.31453, 90.3301, -154.716, 0.00215326, -12.6731, 0.0317919, 117.219, 0.0236722, -58.071
1959, 32.65000, 17.2827, -131.929, 113.585, 1.28293, 90.4644, -154.713, 0.00213984, -12.4487, 0.0317567, 117.263, 0.0236302, -58.0485
1960, 32.65833, 17.2939, -132.068, 113.817, 1.25117, 90.599, -154.71, 0.00212644, -12.2184, 0.0317214, 117.307, 0.0235881, -58.0258
1960, 32.66667, 17.3051, -132.206, 114.049, 1.21923, 90.734, -154.707, 0.00211306, -11.9823, 0.0316859, 117.351, 0.0235457, -58.003
1961, 32.67500, 17.3164, -132.345, 114.283, 1.18713, 90.8694, -154.704, 0.0020997, -11.7401, 0.0316503, 117.395, 0.0235033, -57.9801
1961, 32.68333, 17.3277, -132.484, 114.517, 1.15486, 91.0051, -154.7, 0.00208637, -11.4917, 0.0316146, 117.44, 0.0234606, -57.957
1962, 32.69167, 17.3391, -132.623, 114.751, 1.1224, 91.1411, -154.697, 0.00207307, -11.237, 0.0315788, 117.486, 0.0234178, -57.9338
1962, 32.70000, 17.3505, -132.762, 114.987, 1.08978, 91.2775, -154.693, 0.00205979, -10.9759, 0.0315428, 117.531, 0.0233748, -57.9104
1963, 32.70833, 17.3619, -132.901, 115.223, 1.05699, 91.4142, -154.69, 0.00204655, -10.7083, 0.0315067, 117.577, 0.0233316, -57.8869
1963, 32.71667, 17.3734, -133.041, 115.46, 1.02402, 91.5513, -154.686, 0.00203334, -10.4339, 0.0314705, 117.624, 0.0232883, -57.8632
1964, 32.72500, 17.385, -133.181, 115.697, 0.990877, 91.6887, -154.683, 0.00202017, -10.1527, 0.0314342, 117.671, 0.0232448, -57.8394
1964, 32.73333, 17.3966, -133.321, 115.935, 0.957559, 91.8265, -154.679, 0.00200705, -9.86456, 0.0313977, 117.718, 0.0232011, -57.8154
1965, 32.74167, 17.4082, -133.461, 116.174, 0.924061, 91.9647, -154.675, 0.00199396, -9.56923, 0.0313611, 117.766, 0.0231572, -57.7913
1965, 32.75000, 17.4199, -133.601, 116.414, 0.89039, 92.1032, -154.672, 0.00198093, -9.26667, 0.0313244, 117.814, 0.0231132, -57.767
1966, 32.75833, 17.4316, -133.742, 116.654, 0.856541, 92.2421, -154.668, 0.00196794, -8.95668, 0.0312876, 117.862, 0.023069, -57.7426
1966, 32.76667, 17.4433, -133.882, 116.895, 0.82251, 92.3813, -154.664, 0.00195501, -8.63909, 0.0312506, 117.911, 0.0230246, -57.718
1967, 32.77500, 17.4552, -134.023, 117.137, 0.788303, 92.5209, -154.66, 0.00194214, -8.31383, 0.0312135, 117.961, 0.02298, -57.6932
1967, 32.78333, 17.467, -134.164, 117.379, 0.753917, 92.6609, -154.656, 0.00192932, -7.98069, 0.0311763, 118.01, 0.0229352, -57.6683
1968, 32.79167, 17.4789, -134.306, 117.622, 0.719347, 92.8013, -154.652, 0.00191658, -7.63948, 0.0311389, 118.061, 0.0228903, -57.6432
1968, 32.80000, 17.4909, -134.447, 117.866, 0.684599, 92.942, -154.648, 0.0019039, -7.29014, 0.0311015, 118.111, 0.0228452, -57.618
1969, 32.80833, 17.5029, -134.589, 118.11, 0.649669, 93.0831, -154.644, 0.00189129, -6.93247, 0.0310639, 118.162, 0.0227999, -57.5925
1969, 32.81667, 17.5149, -134.731, 118.356, 0.614552, 93.2246, -154.64, 0.00187876, -6.56625, 0.0310261, 118.214, 0.0227544, -57.5669
1970, 32.82500, 17.527, -134.873, 118.602, 0.579256, 93.3665, -154.635, 0.00186631, -6.19143, 0.0309883, 118.266, 0.0227087, -57.5412
1970, 32.83333, 17.5391, -135.015, 118.848, 0.543776, 93.5087, -154.631, 0.00185395, -5.8078, 0.0309503, 118.318, 0.0226629, -57.5152
1971, 32.84167, 17.5513, -135.157, 119.096, 0.508107, 93.6514, -154.627, 0.00184168, -5.41516, 0.0309122, 118.371, 0.0226169, -57.4891
1971, 32.85000, 17.5635, -135.3, 119.344, 0.472256, 93.7944, -154.622, 0.0018295, -5.01343, 0.030874, 118.424, 0.0225707, -57.4628
1972, 32.85833, 17.5758, -135.443, 119.593, 0.436219, 93.9378, -154.618, 0.00181742, -4.60243, 0.0308357, 118.478, 0.0225243, -57.4363
1972, 32.86667, 17.5881, -135.586, 119.842, 0.39999, 94.0816, -154.613, 0.00180544, -4.18193, 0.0307972, 118.533, 0.0224777, -57.4096
1973, 32.87500, 17.6005, -135.729, 120.093, 0.363578, 94.2258, -154.609, 0.00179358, -3.75188, 0.0307587, 118.587, 0.0224309, -57.3828
1973, 32.88333, 17.6129, -135.873, 120.344, 0.326976, 94.3704, -154.604, 0.00178183, -3.31209, 0.03072, 118.642, 0.0223839, -57.3557
1974, 32.89167, 17.6254, -136.017, 120.595, 0.290181, 94.5154, -154.599, 0.0017702, -2.86233, 0.0306812, 118.698, 0.0223368, -57.3284
1974, 32.90000, 17.6379, -136.16, 120.848, 0.2532, 94.6608, -154.595, 0.00175869, -2.40258, 0.0306422, 118.754, 0.0222894, -57.301
1975, 32.90833, 17.6505, -136.305, 121.101, 0.216029, 94.8066, -154.59, 0.00174732, -1.93263, 0.0306032, 118.811, 0.0222419, -57.2734
1975, 32.91667, 17.6631, -136.449, 121.355, 0.17866, 94.9529, -154.585, 0.00173608, -1.45228, 0.030564, 118.868, 0.0221942, -57.2455
1976, 32.92500, 17.6757, -136.594, 121.61, 0.141104, 95.0995, -154.58, 0.00172499, -0.961513, 0.0305247, 118.926, 0.0221462, -57.2175
1976, 32.93333, 17.6885, -136.738, 121.866, 0.103354, 95.2466, -154.575, 0.00171405, -0.460129, 0.0304853, 118.984, 0.0220981, -57.1893
1977, 32.94167, 17.7012, -136.883, 122.122, 0.065406, 95.394, -154.57, 0.00170326, 0.0520594, 0.0304458, 119.043, 0.0220498, -57.1608
1977, 32.95000, 17.714, -137.028, 122.379, 0.0272672, 95.5419, -154.565, 0.00169264, 0.57505, 0.0304061, 119.102, 0.0220013, -57.1321
1978, 32.95833, 17.7269, -137.174, 122.637, -0.0110673, 95.6902, -154.56, 0.00168218, 1.10902, 0.0303664, 119.162, 0.0219526, -57.1033
1978, 32.96667, 17.7398, -137.32, 122.895, -0.049603, 95.8389, -154.555, 0.0016719, 1.65414, 0.0303265, 119.222, 0.0219037, -57.0742
1979, 32.97500, 17.7527, -137.465, 123.154, -0.0883315, 95.9881, -154.549, 0.00166181, 2.21038, 0.0302865, 119.283, 0.0218546, -57.0449
1979, 32.98333, 17.7658, -137.612, 123.415, -0.127258, 96.1377, -154.544, 0.00165191, 2.77789, 0.0302464, 119.345, 0.0218053, -57.0153
1980, 32.99167, 17.7788, -137.758, 123.675, -0.166388, 96.2877, -154.539, 0.0016422, 3.35682, 0.0302062, 119.406, 0.0217558, -56.9856
1980, 33.00000, 17.7919, -137.904, 123.937, -0.205714, 96.4381, -154.533, 0.0016327, 3.9471, 0.0301658, 119.469, 0.0217061, -56.9556
1981, 33.00833, 17.8051, -138.051, 124.199, -0.245239, 96.589, -154.528, 0.00162341, 4.54886, 0.0301254, 119.532, 0.0216562, -56.9254
1981, 33.01667, 17.8183, -138.198, 124.462, -0.284971, 96.7404, -154.522, 0.00161435, 5.1622, 0.0300848, 119.596, 0.0216061, -56.895
1982, 33.02500, 17.8316, -138.345, 124.726, -0.324901, 96.8921, -154.517, 0.00160551, 5.78702, 0.0300442, 119.66, 0.0215558, -56.8643
1982, 33.03333, 17.8449, -138.493, 124.991, -0.365034, 97.0443, -154.511, 0.00159691, 6.4234, 0.0300034, 119.725, 0.0215053, -56.8334
1983, 33.04167, 17.8582, -138.641, 125.256, -0.405375, 97.197, -154.505, 0.00158856, 7.0714, 0.0299625, 119.79, 0.0214546, -56.8022
1983, 33.05000, 17.8716, -138.789, 125.523, -0.445916, 97.3501, -154.5, 0.00158046, 7.73087, 0.0299215, 119.856, 0.0214037, -56.7708
1984, 33.05833, 17.8851, -138.937, 125.79, -0.486663, 97.5037, -154.494, 0.00157262, 8.40182, 0.0298804, 119.922, 0.0213526, -56.7391
1984, 33.06667, 17.8986, -139.085, 126.057, -0.527621, 97.6577, -154.488, 0.00156505, 9.0843, 0.0298392, 119.989, 0.0213013, -56.7072
1985, 33.07500, 17.9122, -139.234, 126.326, -0.568781, 97.8122, -154.482, 0.00155777, 9.77805, 0.0297979, 120.057, 0.0212497, -56.675
1985, 33.08333, 17.9258, -139.383, 126.595, -0.61015, 97.9671, -154.476, 0.00155077, 10.4831, 0.0297565, 120.126, 0.021198, -56.6426
1986, 33.09167, 17.9395, -139.532, 126.866, -0.651733, 98.1226, -154.47, 0.00154406, 11.1993, 0.029715, 120.195, 0.021146, -56.6099
1986, 33.10000, 17.9532, -139.681, 127.137, -0.69352, 98.2785, -154.464, 0.00153767, 11.9264, 0.0296734, 120.264, 0.0210938, -56.577
1987, 33.10833, 17.967, -139.831, 127.408, -0.735518, 98.4348, -154.458, 0.00153159, 12.6644, 0.0296317, 120.334, 0.0210415, -56.5437
1987, 33.11667, 17.9808, -139.981, 127.681, -0.777733, 98.5917, -154.452, 0.00152583, 13.4131, 0.0295898, 120.405, 0.0209889, -56.5102
1988, 33.12500, 17.9947, -140.131, 127.954, -0.820155, 98.749, -154.445, 0.0015204, 14.1721, 0.0295479, 120.477, 0.0209361, -56.4765
1988, 33.13333, 18.0086, -140.281, 128.228, -0.86279, 98.9068, -154.439, 0.00151532, 14.9413, 0.0295059, 120.549, 0.020883, -56.4424
1989, 33.14167, 18.0226, -140.432, 128.503, -0.905645, 99.065, -154.433, 0.00151058, 15.7205, 0.0294638, 120.622, 0.0208298, -56.408
1989, 33.15000, 18.0367, -140.583, 128.779, -0.948709, 99.2238, -154.426, 0.0015062, 16.5092, 0.0294216, 120.695, 0.0207764, -56.3734
1990, 33.15833, 18.0508, -140.734, 129.056, -0.99199, 99.3831, -154.42, 0.0015022, 17.3072, 0.0293793, 120.769, 0.0207227, -56.3385
1990, 33.16667, 18.0649, -140.885, 129.333, -1.03549, 99.5428, -154.413, 0.00149856, 18.1143, 0.0293369, 120.844, 0.0206688, -56.3032
1991, 33.17500, 18.0791, -141.037, 129.611, -1.07921, 99.7031, -154.407, 0.00149531, 18.9298, 0.0292944, 120.92, 0.0206147, -56.2677
1991, 33.18333, 18.0934, -141.189, 129.89, -1.12314, 99.8638, -154.4, 0.00149246, 19.7535, 0.0292518, 120.996, 0.0205604, -56.2318
1992, 33.19167, 18.1077, -141.341, 130.17, -1.1673, 100.025, -154.393, 0.00149, 20.585, 0.0292091, 121.073, 0.0205058, -56.1957
1992, 33.20000, 18.122, -141.494, 130.451, -1.21167, 100.187, -154.387, 0.00148795, 21.4237, 0.0291663, 121.15, 0.020451, -56.1592
1993, 33.20833, 18.1365, -141.646, 130.732, -1.25627, 100.349, -154.38, 0.00148632, 22.2692, 0.0291235, 121.229, 0.020396, -56.1224
1993, 33.21667, 18.1509, -141.799, 131.014, -1.30109, 100.512, -154.373, 0.00148511, 23.1212, 0.0290805, 121.308, 0.0203408, -56.0853
1994, 33.22500, 18.1655, -141.953, 131.297, -1.34613, 100.675, -154.366, 0.00148434, 23.9789, 0.0290375, 121.387, 0.0202853, -56.0478
1994, 33.23333, 18.1801, -142.106, 131.581, -1.3914, 100.839, -154.359, 0.001484, 24.8418, 0.0289944, 121.468, 0.0202297, -56.01
1995, 33.24167, 18.1947, -142.26, 131.866, -1.43689, 101.003, -154.352, 0.0014841, 25.7095, 0.0289512, 121.549, 0.0201738, -55.9719
1995, 33.25000, 18.2094, -142.414, 132.152, -1.48261, 101.168, -154.345, 0.00148466, 26.5813, 0.028908, 121.631, 0.0201176, -55.9334
1996, 33.25833, 18.2241, -142.568, 132.438, -1.52855, 101.334, -154.338, 0.00148567, 27.4566, 0.0288646, 121.714, 0.0200613, -55.8946
1996, 33.26667, 18.2389, -142.723, 132.725, -1.57473, 101.5, -154.331, 0.00148714, 28.3349, 0.0288212, 121.797, 0.0200047, -55.8554
1997, 33.27500, 18.2538, -142.878, 133.013, -1.62113, 101.666, -154.323, 0.00148908, 29.2154, 0.0287777, 121.881, 0.0199479, -55.8158
1997, 33.28333, 18.2687, -143.033, 133.302, -1.66776, 101.833, -154.316, 0.0014915, 30.0977, 0.0287341, 121.966, 0.0198908, -55.7759
1998, 33.29167, 18.2837, -143.189, 133.592, -1.71462, 102.001, -154.309, 0.00149439, 30.9811, 0.0286905, 122.052, 0.0198335, -55.7356
1998, 33.30000, 18.2987, -143.344, 133.883, -1.76171, 102.169, -154.301, 0.00149776, 31.8648, 0.0286468, 122.139, 0.019776, -55.6949
1999, 33.30833, 18.3138, -143.5, 134.174, -1.80904, 102.338, -154.294, 0.00150161, 32.7483, 0.028603, 122.226, 0.0197182, -55.6538
1999, 33.31667, 18.3289, -143.657, 134.467, -1.8566, 102.507, -154.286, 0.00150596, 33.631, 0.0285591, 122.315, 0.0196602, -55.6123
2000, 33.32500, 18.3441, -143.813, 134.76, -1.90439, 102.677, -154.279, 0.00151079, 34.5122, 0.0285152, 122.404, 0.019602, -55.5705
2000, 33.33333, 18.3594, -143.97, 135.054, -1.95242, 102.847, -154.271, 0.00151611, 35.3912, 0.0284712, 122.494, 0.0195435, -55.5282
2001, 33.34167, 18.3747, -144.127, 135.349, -2.00069, 103.018, -154.264, 0.00152193, 36.2675, 0.0284272, 122.584, 0.0194848, -55.4855
2001, 33.35000, 18.39, -144.285, 135.644, -2.04919, 103.189, -154.256, 0.00152825, 37.1404, 0.0283831, 122.676, 0.0194259, -55.4424
2002, 33.35833, 18.4055, -144.443, 135.941, -2.09793, 103.361, -154.248, 0.00153506, 38.0093, 0.0283389, 122.768, 0.0193667, -55.3989
2002, 33.36667, 18.4209, -144.601, 136.238, -2.14692, 103.534, -154.24, 0.00154237, 38.8738, 0.0282947, 122.862, 0.0193072, -55.355
2003, 33.37500, 18.4365, -144.759, 136.537, -2.19614, 103.707, -154.232, 0.00155018, 39.733, 0.0282504, 122.956, 0.0192475, -55.3106
2003, 33.38333, 18.4521, -144.918, 136.836, -2.2456, 103.881, -154.225, 0.00155848, 40.5866, 0.0282061, 123.051, 0.0191876, -55.2657
2003, 33.39167, 18.4677, -145.077, 137.136, -2.29531, 104.056, -154.217, 0.00156728, 41.434, 0.0281617, 123.147, 0.0191274, -55.2204
2004, 33.40000, 18.4834, -145.236, 137.437, -2.34525, 104.231, -154.209, 0.00157658, 42.2745, 0.0281173, 123.243, 0.019067, -55.1747
2005, 33.40833, 18.4992, -145.396, 137.739, -2.39545, 104.406, -154.2, 0.00158638, 43.1078, 0.0280729, 123.341, 0.0190063, -55.1285
2005, 33.41667, 18.515, -145.555, 138.041, -2.44589, 104.583, -154.192, 0.00159667, 43.9335, 0.0280284, 123.44, 0.0189454, -55.0818
2006, 33.42500, 18.5309, -145.716, 138.345, -2.49657, 104.759, -154.184, 0.00160744, 44.751, 0.0279838, 123.539, 0.0188842, -55.0346
2006, 33.43333, 18.5468, -145.876, 138.649, -2.5475, 104.937, -154.176, 0.00161871, 45.5598, 0.0279393, 123.64, 0.0188228, -54.9869
2007, 33.44167, 18.5628, -146.037, 138.955, -2.59869, 105.115, -154.168, 0.00163047, 46.3598, 0.0278946, 123.741, 0.0187612, -54.9387
2007, 33.45000, 18.5789, -146.198, 139.261, -2.65012, 105.294, -154.159, 0.00164271, 47.1504, 0.02785, 123.843, 0.0186992, -54.89
2008, 33.45833, 18.595, -146.359, 139.568, -2.7018, 105.473, -154.151, 0.00165543, 47.9312, 0.0278053, 123.947, 0.018637, -54.8408
2008, 33.46667, 18.6111, -146.521, 139.876, -2.75374, 105.653, -154.142, 0.00166863, 48.7021, 0.0277606, 124.051, 0.0185746, -54.7911
2009, 33.47500, 18.6274, -146.683, 140.185, -2.80592, 105.833, -154.134, 0.00168231, 49.4626, 0.0277159, 124.156, 0.0185119, -54.7408
2009, 33.48333, 18.6437, -146.846, 140.494, -2.85836, 106.015, -154.125, 0.00169645, 50.2126, 0.0276711, 124.263, 0.018449, -54.69
2010, 33.49167, 18.66, -147.008, 140.805, -2.91106, 106.197, -154.117, 0.00171106, 50.9518, 0.0276264, 124.37, 0.0183857, -54.6386
2010, 33.50000, 18.6764, -147.171, 141.116, -2.96401, 106.379, -154.108, 0.00172614, 51.6799, 0.0275816, 124.478, 0.0183223, -54.5867
2011, 33.50833, 18.6929, -147.335, 141.429, -3.01721, 106.562, -154.1, 0.00174167, 52.3968, 0.0275368, 124.587, 0.0182585, -54.5342
2011, 33.51667, 18.7094, -147.499, 141.742, -3.07068, 106.746, -154.091, 0.00175766, 53.1024, 0.027492, 124.698, 0.0181945, -54.4811
2012, 33.52500, 18.726, -147.663, 142.056, -3.1244, 106.931, -154.082, 0.00177409, 53.7964, 0.0274472, 124.809, 0.0181303, -54.4274
2012, 33.53333, 18.7426, -147.827, 142.371, -3.17839, 107.116, -154.073, 0.00179098, 54.4788, 0.0274023, 124.921, 0.0180658, -54.3731
2013, 33.54167, 18.7593, -147.992, 142.687, -3.23264, 107.302, -154.064, 0.0018083, 55.1495, 0.0273575, 125.035, 0.018001, -54.3181
2013, 33.55000, 18.7761, -148.157, 143.004, -3.28714, 107.488, -154.055, 0.00182606, 55.8083, 0.0273127, 125.149, 0.0179359, -54.2626
2014, 33.55833, 18.7929, -148.322, 143.322, -3.34191, 107.675, -154.046, 0.00184425, 56.4552, 0.0272679, 125.265, 0.0178706, -54.2064
2014, 33.56667, 18.8098, -148.488, 143.641, -3.39695, 107.863, -154.037, 0.00186288, 57.0903, 0.0272231, 125.381, 0.017805, -54.1496
2015, 33.57500, 18.8267, -148.654, 143.96, -3.45225, 108.052, -154.028, 0.00188192, 57.7134, 0.0271783, 125.499, 0.0177391, -54.092
2015, 33.58333, 18.8437, -148.82, 144.281, -3.50782, 108.241, -154.019, 0.00190138, 58.3245, 0.0271335, 125.618, 0.017673, -54.0339
2016, 33.59167, 18.8608, -148.987, 144.602, -3.56366, 108.431, -154.01, 0.00192125, 58.9239, 0.0270887, 125.738, 0.0176066, -53.975
2016, 33.60000, 18.8779, -149.154, 144.925, -3.61976, 108.622, -154.001, 0.00194153, 59.5112, 0.027044, 125.859, 0.0175399, -53.9154
2017, 33.60833, 18.8951, -149.321, 145.248, -3.67613, 108.813, -153.992, 0.00196222, 60.0868, 0.0269993, 125.981, 0.0174729, -53.8551
2017, 33.61667, 18.9123, -149.489, 145.572, -3.73278, 109.005, -153.982, 0.0019833, 60.6506, 0.0269546, 126.104, 0.0174057, -53.7941
2018, 33.62500, 18.9296, -149.657, 145.897, -3.7897, 109.198, -153.973, 0.00200478, 61.2026, 0.0269099, 126.229, 0.0173382, -53.7324
2018, 33.63333, 18.947, -149.826, 146.223, -3.84688, 109.391, -153.964, 0.00202665, 61.743, 0.0268653, 126.354, 0.0172704, -53.6698
2019, 33.64167, 18.9644, -149.995, 146.55, -3.90435, 109.586, -153.954, 0.00204891, 62.2719, 0.0268207, 126.481, 0.0172023, -53.6065
2019, 33.65000, 18.9819, -150.164, 146.878, -3.96209, 109.781, -153.945, 0.00207154, 62.7893, 0.0267762, 126.609, 0.017134, -53.5425
2020, 33.65833, 18.9994, -150.333, 147.207, -4.02011, 109.976, -153.935, 0.00209455, 63.2953, 0.0267317, 126.738, 0.0170654, -53.4776
2020, 33.66667, 19.017, -150.503, 147.536, -4.07841, 110.173, -153.926, 0.00211794, 63.7902, 0.0266873, 126.868, 0.0169965, -53.4119
2021, 33.67500, 19.0347, -150.673, 147.867, -4.13698, 110.37, -153.916, 0.0021417, 64.2739, 0.0266429, 127, 0.0169273, -53.3454
2021, 33.68333, 19.0524, -150.844, 148.198, -4.19583, 110.568, -153.907, 0.00216581, 64.7467, 0.0265986, 127.133, 0.0168578, -53.278
2022, 33.69167, 19.0702, -151.015, 148.531, -4.25497, 110.767, -153.897, 0.0021903, 65.2086, 0.0265544, 127.267, 0.016788, -53.2098
2022, 33.70000, 19.088, -151.186, 148.864, -4.31439, 110.967, -153.887, 0.00221513, 65.6598, 0.0265102, 127.402, 0.016718, -53.1406
2023, 33.70833, 19.1059, -151.358, 149.199, -4.37409, 111.167, -153.877, 0.00224032, 66.1005, 0.0264661, 127.539, 0.0166477, -53.0706
2023, 33.71667, 19.1239, -151.53, 149.534, -4.43408, 111.368, -153.868, 0.00226586, 66.5307, 0.0264221, 127.677, 0.016577, -52.9997
2024, 33.72500, 19.1419, -151.703, 149.87, -4.49435, 111.57, -153.858, 0.00229175, 66.9507, 0.0263781, 127.816, 0.0165061, -52.9278
2024, 33.73333, 19.16, -151.876, 150.207, -4.5549, 111.772, -153.848, 0.00231797, 67.3605, 0.0263343, 127.956, 0.0164349, -52.8549
2025, 33.74167, 19.1782, -152.049, 150.545, -4.61576, 111.976, -153.838, 0.00234454, 67.7605, 0.0262905, 128.098, 0.0163634, -52.7811
2025, 33.75000, 19.1964, -152.223, 150.884, -4.67689, 112.18, -153.828, 0.00237144, 68.1506, 0.0262469, 128.241, 0.0162917, -52.7063
2026, 33.75833, 19.2147, -152.397, 151.224, -4.73831, 112.385, -153.818, 0.00239867, 68.531, 0.0262033, 128.385, 0.0162196, -52.6305
2026, 33.76667, 19.233, -152.571, 151.565, -4.80004, 112.591, -153.808, 0.00242624, 68.902, 0.0261599, 128.531, 0.0161472, -52.5536
2027, 33.77500, 19.2514, -152.746, 151.907, -4.86205, 112.798, -153.798, 0.00245412, 69.2636, 0.0261165, 128.678, 0.0160746, -52.4756
2027, 33.78333, 19.2698, -152.921, 152.25, -4.92435, 113.005, -153.788, 0.00248234, 69.6161, 0.0260733, 128.826, 0.0160016, -52.3966
2028, 33.79167, 19.2884, -153.097, 152.593, -4.98695, 113.214, -153.778, 0.00251087, 69.9595, 0.0260302, 128.976, 0.0159284, -52.3165
2028, 33.80000, 19.3069, -153.272, 152.938, -5.04985, 113.423, -153.768, 0.00253972, 70.2941, 0.0259873, 129.127, 0.0158548, -52.2352
2029, 33.80833, 19.3256, -153.449, 153.283, -5.11304, 113.633, -153.758, 0.00256888, 70.62, 0.0259445, 129.279, 0.015781, -52.1528
2029, 33.81667, 19.3443, -153.626, 153.63, -5.17654, 113.844, -153.748, 0.00259836, 70.9373, 0.0259018, 129.433, 0.0157068, -52.0692
2030, 33.82500, 19.363, -153.803, 153.977, -5.24033, 114.056, -153.737, 0.00262815, 71.2462, 0.0258592, 129.588, 0.0156323, -51.9845
2030, 33.83333, 19.3819, -153.98, 154.326, -5.30442, 114.268, -153.727, 0.00265824, 71.5469, 0.0258168, 129.745, 0.0155576, -51.8984
2031, 33.84167, 19.4007, -154.158, 154.675, -5.36883, 114.482, -153.717, 0.00268865, 71.8396, 0.0257746, 129.903, 0.0154825, -51.8111
2031, 33.85000, 19.4197, -154.337, 155.026, -5.43352, 114.696, -153.707, 0.00271935, 72.1242, 0.0257325, 130.062, 0.0154072, -51.7226
2032, 33.85833, 19.4387, -154.515, 155.377, -5.49853, 114.911, -153.696, 0.00275035, 72.4011, 0.0256906, 130.223, 0.0153315, -51.6327
2032, 33.86667, 19.4578, -154.694, 155.729, -5.56384, 115.128, -153.686, 0.00278166, 72.6703, 0.0256489, 130.386, 0.0152556, -51.5415
2033, 33.87500, 19.4769, -154.874, 156.082, -5.62946, 115.345, -153.675, 0.00281326, 72.9321, 0.0256074, 130.549, 0.0151793, -51.4489
2033, 33.88333, 19.4961, -155.054, 156.436, -5.69539, 115.562, -153.665, 0.00284515, 73.1864, 0.025566, 130.715, 0.0151027, -51.3549
2034, 33.89167, 19.5153, -155.234, 156.791, -5.76163, 115.781, -153.655, 0.00287734, 73.4336, 0.0255249, 130.881, 0.0150259, -51.2594
2034, 33.90000, 19.5346, -155.415, 157.147, -5.82817, 116.001, -153.644, 0.00290982, 73.6737, 0.0254839, 131.05, 0.0149487, -51.1625
2035, 33.90833, 19.554, -155.596, 157.504, -5.89503, 116.222, -153.634, 0.00294259, 73.9068, 0.0254432, 131.219, 0.0148712, -51.0641
2035, 33.91667, 19.5735, -155.778, 157.862, -5.96221, 116.443, -153.623, 0.00297566, 74.1332, 0.0254026, 131.391, 0.0147934, -50.9641
2036, 33.92500, 19.593, -155.96, 158.221, -6.0297, 116.666, -153.613, 0.003009, 74.3528, 0.0253623, 131.564, 0.0147153, -50.8626
2036, 33.93333, 19.6125, -156.143, 158.581, -6.0975, 116.889, -153.602, 0.00304264, 74.5659, 0.0253222, 131.738, 0.0146369, -50.7595
2037, 33.94167, 19.6321, -156.326, 158.942, -6.16563, 117.114, -153.592, 0.00307655, 74.7726, 0.0252824, 131.914, 0.0145582, -50.6547
2037, 33.95000, 19.6518, -156.509, 159.303, -6.23406, 117.339, -153.581, 0.00311075, 74.973, 0.0252428, 132.091, 0.0144791, -50.5482
2038, 33.95833, 19.6716, -156.693, 159.666, -6.30282, 117.565, -153.57, 0.00314524, 75.1672, 0.0252034, 132.27, 0.0143998, -50.44
2038, 33.96667, 19.6914, -156.877, 160.03, -6.37191, 117.793, -153.56, 0.00318, 75.3554, 0.0251643, 132.451, 0.0143201, -50.33
2039, 33.97500, 19.7112, -157.062, 160.394, -6.44131, 118.021, -153.549, 0.00321504, 75.5376, 0.0251255, 132.633, 0.0142402, -50.2182
2039, 33.98333, 19.7311, -157.247, 160.76, -6.51103, 118.25, -153.538, 0.00325036, 75.714, 0.0250869, 132.816, 0.0141599, -50.1046
2040, 33.99167, 19.7511, -157.432, 161.126, -6.58109, 118.481, -153.528, 0.00328596, 75.8847, 0.0250486, 133.002, 0.0140793, -49.989
2040, 34.00000, 19.7712, -157.618, 161.494, -6.65146, 118.712, -153.517, 0.00332184, 76.0497, 0.0250106, 133.189, 0.0139984, -49.8715
2041, 34.00833, 19.7913, -157.805, 161.862, -6.72216, 118.944, -153.506, 0.00335799, 76.2093, 0.0249729, 133.377, 0.0139172, -49.752
2041, 34.01667, 19.8114, -157.992, 162.232, -6.7932, 119.177, -153.496, 0.00339442, 76.3635, 0.0249355, 133.567, 0.0138357, -49.6304
2042, 34.02500, 19.8317, -158.179, 162.602, -6.86456, 119.412, -153.485, 0.00343112, 76.5124, 0.0248984, 133.759, 0.0137539, -49.5068
