,harmonico,amplitude,angulo
1279,11.658333,100,0
1280,11.666667,100,0
1281,11.675,100,0
1282,11.683333,100,0
1283,11.691667,100,0
1284,11.7,100,0
1285,11.708333,100,0
1286,11.716667,100,0
1287,11.725,100,0
1288,11.733333,100,0
1289,11.741667,100,0
1290,11.75,100,0
1291,11.758333,100,0
1292,11.766667,100,0
1293,11.775,100,0
1294,11.783333,100,0
1295,11.791667,100,0
1296,11.8,100,0
1297,11.808333,100,0
1298,11.816667,100,0
1299,11.825,100,0
1300,11.833333,100,0
1301,11.841667,100,0
1302,11.85,100,0
1303,11.858333,100,0
1304,11.866667,100,0
1305,11.875,100,0
1306,11.883333,100,0
1307,11.891667,100,0
1308,11.9,100,0
1309,11.908333,100,0
1310,11.916667,100,0
1311,11.925,100,0
1312,11.933333,100,0
1313,11.941667,100,0
1314,11.95,100,0
1315,11.958333,100,0
1316,11.966667,100,0
1317,11.975,100,0
1318,11.983333,100,0
1319,11.991667,100,0
1320,12.0,100,0
1321,12.008333,100,0
1322,12.016667,100,0
1323,12.025,100,0
1324,12.033333,100,0
1325,12.041667,100,0
1326,12.05,100,0
1327,12.058333,100,0
1328,12.066667,100,0
1329,12.075,100,0
1330,12.083333,100,0
1331,12.091667,100,0
1332,12.1,100,0
1333,12.108333,100,0
1334,12.116667,100,0
1335,12.125,100,0
1336,12.133333,100,0
1337,12.141667,100,0
1338,12.15,100,0
1339,12.158333,100,0
1340,12.166667,100,0
1341,12.175,100,0
1342,12.183333,100,0
1343,12.191667,100,0
1344,12.2,100,0
1345,12.208333,100,0
1346,12.216667,100,0
1347,12.225,100,0
1348,12.233333,100,0
1349,12.241667,100,0
1350,12.25,100,0
1351,12.258333,100,0
1352,12.266667,100,0
1353,12.275,100,0
1354,12.283333,100,0
1355,12.291667,100,0
1356,12.3,100,0
1357,12.308333,100,0
1358,12.316667,100,0
1359,12.325,100,0
1360,12.333333,100,0
1361,12.341667,100,0
1362,12.35,100,0
1363,12.358333,100,0
1364,12.366667,100,0
1365,12.375,100,0
1366,12.383333,100,0
1367,12.391667,100,0
1368,12.4,100,0
1369,12.408333,100,0
1370,12.416667,100,0
1371,12.425,100,0
1372,12.433333,100,0
1373,12.441667,100,0
1374,12.45,100,0
1375,12.458333,100,0
1376,12.466667,100,0
1377,12.475,100,0
1378,12.483333,100,0
1379,12.491667,100,0
1380,12.5,100,0
1381,12.508333,100,0
1382,12.516667,100,0
1383,12.525,100,0
1384,12.533333,100,0
1385,12.541667,100,0
1386,12.55,100,0
1387,12.558333,100,0
1388,12.566667,100,0
1389,12.575,100,0
1390,12.583333,100,0
1391,12.591667,100,0
1392,12.6,100,0
1393,12.608333,100,0
1394,12.616667,100,0
1395,12.625,100,0
1396,12.633333,100,0
1397,12.641667,100,0
1398,12.65,100,0
1399,12.658333,100,0
1400,12.666667,100,0
1401,12.675,100,0
1402,12.683333,100,0
1403,12.691667,100,0
1404,12.7,100,0
1405,12.708333,100,0
1406,12.716667,100,0
1407,12.725,100,0
1408,12.733333,100,0
1409,12.741667,100,0
1410,12.75,100,0
1411,12.758333,100,0
1412,12.766667,100,0
1413,12.775,100,0
1414,12.783333,100,0
1415,12.791667,100,0
1416,12.8,100,0
1417,12.808333,100,0
1418,12.816667,100,0
1419,12.825,100,0
1420,12.833333,100,0
1421,12.841667,100,0
1422,12.85,100,0
1423,12.858333,100,0
1424,12.866667,100,0
1425,12.875,100,0
1426,12.883333,100,0
1427,12.891667,100,0
1428,12.9,100,0
1429,12.908333,100,0
1430,12.916667,100,0
1431,12.925,100,0
1432,12.933333,100,0
1433,12.941667,100,0
1434,12.95,100,0
1435,12.958333,100,0
1436,12.966667,100,0
1437,12.975,100,0
1438,12.983333,100,0
1439,12.991667,100,0
1440,13.0,100,0
1441,13.008333,100,0
1442,13.016667,100,0
1443,13.025,100,0
1444,13.033333,100,0
1445,13.041667,100,0
1446,13.05,100,0
1447,13.058333,100,0
1448,13.066667,100,0
1449,13.075,100,0
1450,13.083333,100,0
1451,13.091667,100,0
1452,13.1,100,0
1453,13.108333,100,0
1454,13.116667,100,0
1455,13.125,100,0
1456,13.133333,100,0
1457,13.141667,100,0
1458,13.15,100,0
1459,13.158333,100,0
1460,13.166667,100,0
1461,13.175,100,0
1462,13.183333,100,0
1463,13.191667,100,0
1464,13.2,100,0
1465,13.208333,100,0
1466,13.216667,100,0
1467,13.225,100,0
1468,13.233333,100,0
1469,13.241667,100,0
1470,13.25,100,0
1471,13.258333,100,0
1472,13.266667,100,0
1473,13.275,100,0
1474,13.283333,100,0
1475,13.291667,100,0
1476,13.3,100,0
1477,13.308333,100,0
1478,13.316667,100,0
1479,13.325,100,0
1480,13.333333,100,0
1481,13.341667,100,0
1482,13.35,100,0
1483,13.358333,100,0
1484,13.366667,100,0
1485,13.375,100,0
1486,13.383333,100,0
1487,13.391667,100,0
1488,13.4,100,0
1489,13.408333,100,0
1490,13.416667,100,0
1491,13.425,100,0
1492,13.433333,100,0
1493,13.441667,100,0
1494,13.45,100,0
1495,13.458333,100,0
1496,13.466667,100,0
1497,13.475,100,0
1498,13.483333,100,0
1499,13.491667,100,0
1500,13.5,100,0
1501,13.508333,100,0
1502,13.516667,100,0
1503,13.525,100,0
1504,13.533333,100,0
1505,13.541667,100,0
1506,13.55,100,0
1507,13.558333,100,0
1508,13.566667,100,0
1509,13.575,100,0
1510,13.583333,100,0
1511,13.591667,100,0
1512,13.6,100,0
1513,13.608333,100,0
1514,13.616667,100,0
1515,13.625,100,0
1516,13.633333,100,0
1517,13.641667,100,0
1518,13.65,100,0
1519,13.658333,100,0
1520,13.666667,100,0
1521,13.675,100,0
1522,13.683333,100,0
1523,13.691667,100,0
1524,13.7,100,0
1525,13.708333,100,0
1526,13.716667,100,0
1527,13.725,100,0
1528,13.733333,100,0
1529,13.741667,100,0
1530,13.75,100,0
1531,13.758333,100,0
1532,13.766667,100,0
1533,13.775,100,0
1534,13.783333,100,0
1535,13.791667,100,0
1536,13.8,100,0
1537,13.808333,100,0
1538,13.816667,100,0
1539,13.825,100,0
1540,13.833333,100,0
1541,13.841667,100,0
1542,13.85,100,0
1543,13.858333,100,0
1544,13.866667,100,0
1545,13.875,100,0
1546,13.883333,100,0
1547,13.891667,100,0
1548,13.9,100,0
1549,13.908333,100,0
1550,13.916667,100,0
1551,13.925,100,0
1552,13.933333,100,0
1553,13.941667,100,0
1554,13.95,100,0
1555,13.958333,100,0
1556,13.966667,100,0
1557,13.975,100,0
1558,13.983333,100,0
1559,13.991667,100,0
1560,14.0,100,0
1561,14.008333,100,0
1562,14.016667,100,0
1563,14.025,100,0
1564,14.033333,100,0
1565,14.041667,100,0
1566,14.05,100,0
1567,14.058333,100,0
1568,14.066667,100,0
1569,14.075,100,0
1570,14.083333,100,0
1571,14.091667,100,0
1572,14.1,100,0
1573,14.108333,100,0
1574,14.116667,100,0
1575,14.125,100,0
1576,14.133333,100,0
1577,14.141667,100,0
1578,14.15,100,0
1579,14.158333,100,0
1580,14.166667,100,0
1581,14.175,100,0
1582,14.183333,100,0
1583,14.191667,100,0
1584,14.2,100,0
1585,14.208333,100,0
1586,14.216667,100,0
1587,14.225,100,0
1588,14.233333,100,0
1589,14.241667,100,0
1590,14.25,100,0
1591,14.258333,100,0
1592,14.266667,100,0
1593,14.275,100,0
1594,14.283333,100,0
1595,14.291667,100,0
1596,14.3,100,0
1597,14.308333,100,0
1598,14.316667,100,0
1599,14.325,100,0
1600,14.333333,100,0
1601,14.341667,100,0
1602,14.35,100,0
1603,14.358333,100,0
1604,14.366667,100,0
1605,14.375,100,0
1606,14.383333,100,0
1607,14.391667,100,0
1608,14.4,100,0
1609,14.408333,100,0
1610,14.416667,100,0
1611,14.425,100,0
1612,14.433333,100,0
1613,14.441667,100,0
1614,14.45,100,0
1615,14.458333,100,0
1616,14.466667,100,0
1617,14.475,100,0
1618,14.483333,100,0
1619,14.491667,100,0
1620,14.5,100,0
1621,14.508333,100,0
1622,14.516667,100,0
1623,14.525,100,0
1624,14.533333,100,0
1625,14.541667,100,0
1626,14.55,100,0
1627,14.558333,100,0
1628,14.566667,100,0
1629,14.575,100,0
1630,14.583333,100,0
1631,14.591667,100,0
1632,14.6,100,0
1633,14.608333,100,0
1634,14.616667,100,0
1635,14.625,100,0
1636,14.633333,100,0
1637,14.641667,100,0
1638,14.65,100,0
1639,14.658333,100,0
1640,14.666667,100,0
1641,14.675,100,0
1642,14.683333,100,0
1643,14.691667,100,0
1644,14.7,100,0
1645,14.708333,100,0
1646,14.716667,100,0
1647,14.725,100,0
1648,14.733333,100,0
1649,14.741667,100,0
1650,14.75,100,0
1651,14.758333,100,0
1652,14.766667,100,0
1653,14.775,100,0
1654,14.783333,100,0
1655,14.791667,100,0
1656,14.8,100,0
1657,14.808333,100,0
1658,14.816667,100,0
1659,14.825,100,0
1660,14.833333,100,0
1661,14.841667,100,0
1662,14.85,100,0
1663,14.858333,100,0
1664,14.866667,100,0
1665,14.875,100,0
1666,14.883333,100,0
1667,14.891667,100,0
1668,14.9,100,0
1669,14.908333,100,0
1670,14.916667,100,0
1671,14.925,100,0
1672,14.933333,100,0
1673,14.941667,100,0
1674,14.95,100,0
1675,14.958333,100,0
1676,14.966667,100,0
1677,14.975,100,0
1678,14.983333,100,0
1679,14.991667,100,0
1680,15.0,100,0
1681,15.008333,100,0
1682,15.016667,100,0
1683,15.025,100,0
1684,15.033333,100,0
1685,15.041667,100,0
1686,15.05,100,0
1687,15.058333,100,0
1688,15.066667,100,0
1689,15.075,100,0
1690,15.083333,100,0
1691,15.091667,100,0
1692,15.1,100,0
1693,15.108333,100,0
1694,15.116667,100,0
1695,15.125,100,0
1696,15.133333,100,0
1697,15.141667,100,0
1698,15.15,100,0
1699,15.158333,100,0
1700,15.166667,100,0
1701,15.175,100,0
1702,15.183333,100,0
1703,15.191667,100,0
1704,15.2,100,0
1705,15.208333,100,0
1706,15.216667,100,0
1707,15.225,100,0
1708,15.233333,100,0
1709,15.241667,100,0
1710,15.25,100,0
1711,15.258333,100,0
1712,15.266667,100,0
1713,15.275,100,0
1714,15.283333,100,0
1715,15.291667,100,0
1716,15.3,100,0
1717,15.308333,100,0
1718,15.316667,100,0
1719,15.325,100,0
1720,15.333333,100,0
1721,15.341667,100,0
1722,15.35,100,0
1723,15.358333,100,0
1724,15.366667,100,0
1725,15.375,100,0
1726,15.383333,100,0
1727,15.391667,100,0
1728,15.4,100,0
1729,15.408333,100,0
1730,15.416667,100,0
1731,15.425,100,0
1732,15.433333,100,0
1733,15.441667,100,0
1734,15.45,100,0
1735,15.458333,100,0
1736,15.466667,100,0
1737,15.475,100,0
1738,15.483333,100,0
1739,15.491667,100,0
1740,15.5,100,0
1741,15.508333,100,0
1742,15.516667,100,0
1743,15.525,100,0
1744,15.533333,100,0
1745,15.541667,100,0
1746,15.55,100,0
1747,15.558333,100,0
1748,15.566667,100,0
1749,15.575,100,0
1750,15.583333,100,0
1751,15.591667,100,0
1752,15.6,100,0
1753,15.608333,100,0
1754,15.616667,100,0
1755,15.625,100,0
1756,15.633333,100,0
1757,15.641667,100,0
1758,15.65,100,0
1759,15.658333,100,0
1760,15.666667,100,0
1761,15.675,100,0
1762,15.683333,100,0
1763,15.691667,100,0
1764,15.7,100,0
1765,15.708333,100,0
1766,15.716667,100,0
1767,15.725,100,0
1768,15.733333,100,0
1769,15.741667,100,0
1770,15.75,100,0
1771,15.758333,100,0
1772,15.766667,100,0
1773,15.775,100,0
1774,15.783333,100,0
1775,15.791667,100,0
1776,15.8,100,0
1777,15.808333,100,0
1778,15.816667,100,0
1779,15.825,100,0
1780,15.833333,100,0
1781,15.841667,100,0
1782,15.85,100,0
1783,15.858333,100,0
1784,15.866667,100,0
1785,15.875,100,0
1786,15.883333,100,0
1787,15.891667,100,0
1788,15.9,100,0
1789,15.908333,100,0
1790,15.916667,100,0
1791,15.925,100,0
1792,15.933333,100,0
1793,15.941667,100,0
1794,15.95,100,0
1795,15.958333,100,0
1796,15.966667,100,0
1797,15.975,100,0
1798,15.983333,100,0
1799,15.991667,100,0
1800,16.0,100,0
1801,16.008333,100,0
1802,16.016667,100,0
1803,16.025,100,0
1804,16.033333,100,0
1805,16.041667,100,0
1806,16.05,100,0
1807,16.058333,100,0
1808,16.066667,100,0
1809,16.075,100,0
1810,16.083333,100,0
1811,16.091667,100,0
1812,16.1,100,0
1813,16.108333,100,0
1814,16.116667,100,0
1815,16.125,100,0
1816,16.133333,100,0
1817,16.141667,100,0
1818,16.15,100,0
1819,16.158333,100,0
1820,16.166667,100,0
1821,16.175,100,0
1822,16.183333,100,0
1823,16.191667,100,0
1824,16.2,100,0
1825,16.208333,100,0
1826,16.216667,100,0
1827,16.225,100,0
1828,16.233333,100,0
1829,16.241667,100,0
1830,16.25,100,0
1831,16.258333,100,0
1832,16.266667,100,0
1833,16.275,100,0
1834,16.283333,100,0
1835,16.291667,100,0
1836,16.3,100,0
1837,16.308333,100,0
1838,16.316667,100,0
1839,16.325,100,0
1840,16.333333,100,0
1841,16.341667,100,0
1842,16.35,100,0
1843,16.358333,100,0
1844,16.366667,100,0
1845,16.375,100,0
1846,16.383333,100,0
1847,16.391667,100,0
1848,16.4,100,0
1849,16.408333,100,0
1850,16.416667,100,0
1851,16.425,100,0
1852,16.433333,100,0
1853,16.441667,100,0
1854,16.45,100,0
1855,16.458333,100,0
1856,16.466667,100,0
1857,16.475,100,0
1858,16.483333,100,0
1859,16.491667,100,0
1860,16.5,100,0
1861,16.508333,100,0
1862,16.516667,100,0
1863,16.525,100,0
1864,16.533333,100,0
1865,16.541667,100,0
1866,16.55,100,0
1867,16.558333,100,0
1868,16.566667,100,0
1869,16.575,100,0
1870,16.583333,100,0
1871,16.591667,100,0
1872,16.6,100,0
1873,16.608333,100,0
1874,16.616667,100,0
1875,16.625,100,0
1876,16.633333,100,0
1877,16.641667,100,0
1878,16.65,100,0
1879,16.658333,100,0
1880,16.666667,100,0
1881,16.675,100,0
1882,16.683333,100,0
1883,16.691667,100,0
1884,16.7,100,0
1885,16.708333,100,0
1886,16.716667,100,0
1887,16.725,100,0
1888,16.733333,100,0
1889,16.741667,100,0
1890,16.75,100,0
1891,16.758333,100,0
1892,16.766667,100,0
1893,16.775,100,0
1894,16.783333,100,0
1895,16.791667,100,0
1896,16.8,100,0
1897,16.808333,100,0
1898,16.816667,100,0
1899,16.825,100,0
1900,16.833333,100,0
1901,16.841667,100,0
1902,16.85,100,0
1903,16.858333,100,0
1904,16.866667,100,0
1905,16.875,100,0
1906,16.883333,100,0
1907,16.891667,100,0
1908,16.9,100,0
1909,16.908333,100,0
1910,16.916667,100,0
1911,16.925,100,0
1912,16.933333,100,0
1913,16.941667,100,0
1914,16.95,100,0
1915,16.958333,100,0
1916,16.966667,100,0
1917,16.975,100,0
1918,16.983333,100,0
1919,16.991667,100,0
1920,17.0,100,0
1921,17.008333,100,0
1922,17.016667,100,0
1923,17.025,100,0
1924,17.033333,100,0
1925,17.041667,100,0
1926,17.05,100,0
1927,17.058333,100,0
1928,17.066667,100,0
1929,17.075,100,0
1930,17.083333,100,0
1931,17.091667,100,0
1932,17.1,100,0
1933,17.108333,100,0
1934,17.116667,100,0
1935,17.125,100,0
1936,17.133333,100,0
1937,17.141667,100,0
1938,17.15,100,0
1939,17.158333,100,0
1940,17.166667,100,0
1941,17.175,100,0
1942,17.183333,100,0
1943,17.191667,100,0
1944,17.2,100,0
1945,17.208333,100,0
1946,17.216667,100,0
1947,17.225,100,0
1948,17.233333,100,0
1949,17.241667,100,0
1950,17.25,100,0
1951,17.258333,100,0
1952,17.266667,100,0
1953,17.275,100,0
1954,17.283333,100,0
1955,17.291667,100,0
1956,17.3,100,0
1957,17.308333,100,0
1958,17.316667,100,0
1959,17.325,100,0
1960,17.333333,100,0
1961,17.341667,100,0
1962,17.35,100,0
1963,17.358333,100,0
1964,17.366667,100,0
1965,17.375,100,0
1966,17.383333,100,0
1967,17.391667,100,0
1968,17.4,100,0
1969,17.408333,100,0
1970,17.416667,100,0
1971,17.425,100,0
1972,17.433333,100,0
1973,17.441667,100,0
1974,17.45,100,0
1975,17.458333,100,0
1976,17.466667,100,0
1977,17.475,100,0
1978,17.483333,100,0
1979,17.491667,100,0
1980,17.5,100,0
1981,17.508333,100,0
1982,17.516667,100,0
1983,17.525,100,0
1984,17.533333,100,0
1985,17.541667,100,0
1986,17.55,100,0
1987,17.558333,100,0
1988,17.566667,100,0
1989,17.575,100,0
1990,17.583333,100,0
1991,17.591667,100,0
1992,17.6,100,0
1993,17.608333,100,0
1994,17.616667,100,0
1995,17.625,100,0
1996,17.633333,100,0
1997,17.641667,100,0
1998,17.65,100,0
1999,17.658333,100,0
2000,17.666667,100,0
2001,17.675,100,0
2002,17.683333,100,0
2003,17.691667,100,0
2004,17.7,100,0
2005,17.708333,100,0
2006,17.716667,100,0
2007,17.725,100,0
2008,17.733333,100,0
2009,17.741667,100,0
2010,17.75,100,0
2011,17.758333,100,0
2012,17.766667,100,0
2013,17.775,100,0
2014,17.783333,100,0
2015,17.791667,100,0
2016,17.8,100,0
2017,17.808333,100,0
2018,17.816667,100,0
2019,17.825,100,0
2020,17.833333,100,0
2021,17.841667,100,0
2022,17.85,100,0
2023,17.858333,100,0
2024,17.866667,100,0
2025,17.875,100,0
2026,17.883333,100,0
2027,17.891667,100,0
2028,17.9,100,0
2029,17.908333,100,0
2030,17.916667,100,0
2031,17.925,100,0
2032,17.933333,100,0
2033,17.941667,100,0
2034,17.95,100,0
2035,17.958333,100,0
2036,17.966667,100,0
2037,17.975,100,0
2038,17.983333,100,0
2039,17.991667,100,0
2040,18.0,100,0
2041,18.008333,100,0
2042,18.016667,100,0
2043,18.025,100,0
2044,18.033333,100,0
2045,18.041667,100,0
2046,18.05,100,0
2047,18.058333,100,0
2048,18.066667,100,0
2049,18.075,100,0
2050,18.083333,100,0
2051,18.091667,100,0
2052,18.1,100,0
2053,18.108333,100,0
2054,18.116667,100,0
2055,18.125,100,0
2056,18.133333,100,0
2057,18.141667,100,0
2058,18.15,100,0
2059,18.158333,100,0
2060,18.166667,100,0
2061,18.175,100,0
2062,18.183333,100,0
2063,18.191667,100,0
2064,18.2,100,0
2065,18.208333,100,0
2066,18.216667,100,0
2067,18.225,100,0
2068,18.233333,100,0
2069,18.241667,100,0
2070,18.25,100,0
2071,18.258333,100,0
2072,18.266667,100,0
2073,18.275,100,0
2074,18.283333,100,0
2075,18.291667,100,0
2076,18.3,100,0
2077,18.308333,100,0
2078,18.316667,100,0
2079,18.325,100,0
2080,18.333333,100,0
2081,18.341667,100,0
2082,18.35,100,0
2083,18.358333,100,0
2084,18.366667,100,0
2085,18.375,100,0
2086,18.383333,100,0
2087,18.391667,100,0
2088,18.4,100,0
2089,18.408333,100,0
2090,18.416667,100,0
2091,18.425,100,0
2092,18.433333,100,0
2093,18.441667,100,0
2094,18.45,100,0
2095,18.458333,100,0
2096,18.466667,100,0
2097,18.475,100,0
2098,18.483333,100,0
2099,18.491667,100,0
2100,18.5,100,0
2101,18.508333,100,0
2102,18.516667,100,0
2103,18.525,100,0
2104,18.533333,100,0
2105,18.541667,100,0
2106,18.55,100,0
2107,18.558333,100,0
2108,18.566667,100,0
2109,18.575,100,0
2110,18.583333,100,0
2111,18.591667,100,0
2112,18.6,100,0
2113,18.608333,100,0
2114,18.616667,100,0
2115,18.625,100,0
2116,18.633333,100,0
2117,18.641667,100,0
2118,18.65,100,0
2119,18.658333,100,0
2120,18.666667,100,0
2121,18.675,100,0
2122,18.683333,100,0
2123,18.691667,100,0
2124,18.7,100,0
2125,18.708333,100,0
2126,18.716667,100,0
2127,18.725,100,0
2128,18.733333,100,0
2129,18.741667,100,0
2130,18.75,100,0
2131,18.758333,100,0
2132,18.766667,100,0
2133,18.775,100,0
2134,18.783333,100,0
2135,18.791667,100,0
2136,18.8,100,0
2137,18.808333,100,0
2138,18.816667,100,0
2139,18.825,100,0
2140,18.833333,100,0
2141,18.841667,100,0
2142,18.85,100,0
2143,18.858333,100,0
2144,18.866667,100,0
2145,18.875,100,0
2146,18.883333,100,0
2147,18.891667,100,0
2148,18.9,100,0
2149,18.908333,100,0
2150,18.916667,100,0
2151,18.925,100,0
2152,18.933333,100,0
2153,18.941667,100,0
2154,18.95,100,0
2155,18.958333,100,0
2156,18.966667,100,0
2157,18.975,100,0
2158,18.983333,100,0
2159,18.991667,100,0
2160,19.0,100,0
2161,19.008333,100,0
2162,19.016667,100,0
2163,19.025,100,0
2164,19.033333,100,0
2165,19.041667,100,0
2166,19.05,100,0
2167,19.058333,100,0
2168,19.066667,100,0
2169,19.075,100,0
2170,19.083333,100,0
2171,19.091667,100,0
2172,19.1,100,0
2173,19.108333,100,0
2174,19.116667,100,0
2175,19.125,100,0
2176,19.133333,100,0
2177,19.141667,100,0
2178,19.15,100,0
2179,19.158333,100,0
2180,19.166667,100,0
2181,19.175,100,0
2182,19.183333,100,0
2183,19.191667,100,0
2184,19.2,100,0
2185,19.208333,100,0
2186,19.216667,100,0
2187,19.225,100,0
2188,19.233333,100,0
2189,19.241667,100,0
2190,19.25,100,0
2191,19.258333,100,0
2192,19.266667,100,0
2193,19.275,100,0
2194,19.283333,100,0
2195,19.291667,100,0
2196,19.3,100,0
2197,19.308333,100,0
2198,19.316667,100,0
2199,19.325,100,0
2200,19.333333,100,0
2201,19.341667,100,0
2202,19.35,100,0
2203,19.358333,100,0
2204,19.366667,100,0
2205,19.375,100,0
2206,19.383333,100,0
2207,19.391667,100,0
2208,19.4,100,0
2209,19.408333,100,0
2210,19.416667,100,0
2211,19.425,100,0
2212,19.433333,100,0
2213,19.441667,100,0
2214,19.45,100,0
2215,19.458333,100,0
2216,19.466667,100,0
2217,19.475,100,0
2218,19.483333,100,0
2219,19.491667,100,0
2220,19.5,100,0
2221,19.508333,100,0
2222,19.516667,100,0
2223,19.525,100,0
2224,19.533333,100,0
2225,19.541667,100,0
2226,19.55,100,0
2227,19.558333,100,0
2228,19.566667,100,0
2229,19.575,100,0
2230,19.583333,100,0
2231,19.591667,100,0
2232,19.6,100,0
2233,19.608333,100,0
2234,19.616667,100,0
2235,19.625,100,0
2236,19.633333,100,0
2237,19.641667,100,0
2238,19.65,100,0
2239,19.658333,100,0
2240,19.666667,100,0
2241,19.675,100,0
2242,19.683333,100,0
2243,19.691667,100,0
2244,19.7,100,0
2245,19.708333,100,0
2246,19.716667,100,0
2247,19.725,100,0
2248,19.733333,100,0
2249,19.741667,100,0
2250,19.75,100,0
2251,19.758333,100,0
2252,19.766667,100,0
2253,19.775,100,0
2254,19.783333,100,0
2255,19.791667,100,0
2256,19.8,100,0
2257,19.808333,100,0
2258,19.816667,100,0
2259,19.825,100,0
2260,19.833333,100,0
2261,19.841667,100,0
2262,19.85,100,0
2263,19.858333,100,0
2264,19.866667,100,0
2265,19.875,100,0
2266,19.883333,100,0
2267,19.891667,100,0
2268,19.9,100,0
2269,19.908333,100,0
2270,19.916667,100,0
2271,19.925,100,0
2272,19.933333,100,0
2273,19.941667,100,0
2274,19.95,100,0
2275,19.958333,100,0
2276,19.966667,100,0
2277,19.975,100,0
2278,19.983333,100,0
2279,19.991667,100,0
2280,20.0,100,0
2281,20.008333,100,0
2282,20.016667,100,0
2283,20.025,100,0
2284,20.033333,100,0
2285,20.041667,100,0
2286,20.05,100,0
2287,20.058333,100,0
2288,20.066667,100,0
2289,20.075,100,0
2290,20.083333,100,0
2291,20.091667,100,0
2292,20.1,100,0
2293,20.108333,100,0
2294,20.116667,100,0
2295,20.125,100,0
2296,20.133333,100,0
2297,20.141667,100,0
2298,20.15,100,0
2299,20.158333,100,0
2300,20.166667,100,0
2301,20.175,100,0
2302,20.183333,100,0
2303,20.191667,100,0
2304,20.2,100,0
2305,20.208333,100,0
2306,20.216667,100,0
2307,20.225,100,0
2308,20.233333,100,0
2309,20.241667,100,0
2310,20.25,100,0
2311,20.258333,100,0
2312,20.266667,100,0
2313,20.275,100,0
2314,20.283333,100,0
2315,20.291667,100,0
2316,20.3,100,0
2317,20.308333,100,0
2318,20.316667,100,0
2319,20.325,100,0
2320,20.333333,100,0
2321,20.341667,100,0
2322,20.35,100,0
2323,20.358333,100,0
2324,20.366667,100,0
2325,20.375,100,0
2326,20.383333,100,0
2327,20.391667,100,0
2328,20.4,100,0
2329,20.408333,100,0
2330,20.416667,100,0
2331,20.425,100,0
2332,20.433333,100,0
2333,20.441667,100,0
2334,20.45,100,0
2335,20.458333,100,0
2336,20.466667,100,0
2337,20.475,100,0
2338,20.483333,100,0
2339,20.491667,100,0
2340,20.5,100,0
2341,20.508333,100,0
2342,20.516667,100,0
2343,20.525,100,0
2344,20.533333,100,0
2345,20.541667,100,0
2346,20.55,100,0
2347,20.558333,100,0
2348,20.566667,100,0
2349,20.575,100,0
2350,20.583333,100,0
2351,20.591667,100,0
2352,20.6,100,0
2353,20.608333,100,0
2354,20.616667,100,0
2355,20.625,100,0
2356,20.633333,100,0
2357,20.641667,100,0
2358,20.65,100,0
2359,20.658333,100,0
2360,20.666667,100,0
2361,20.675,100,0
2362,20.683333,100,0
2363,20.691667,100,0
2364,20.7,100,0
2365,20.708333,100,0
2366,20.716667,100,0
2367,20.725,100,0
2368,20.733333,100,0
2369,20.741667,100,0
2370,20.75,100,0
2371,20.758333,100,0
2372,20.766667,100,0
2373,20.775,100,0
2374,20.783333,100,0
2375,20.791667,100,0
2376,20.8,100,0
2377,20.808333,100,0
2378,20.816667,100,0
2379,20.825,100,0
2380,20.833333,100,0
2381,20.841667,100,0
2382,20.85,100,0
2383,20.858333,100,0
2384,20.866667,100,0
2385,20.875,100,0
2386,20.883333,100,0
2387,20.891667,100,0
2388,20.9,100,0
2389,20.908333,100,0
2390,20.916667,100,0
2391,20.925,100,0
2392,20.933333,100,0
2393,20.941667,100,0
2394,20.95,100,0
2395,20.958333,100,0
2396,20.966667,100,0
2397,20.975,100,0
2398,20.983333,100,0
2399,20.991667,100,0
2400,21.0,100,0
2401,21.008333,100,0
2402,21.016667,100,0
2403,21.025,100,0
2404,21.033333,100,0
2405,21.041667,100,0
2406,21.05,100,0
2407,21.058333,100,0
2408,21.066667,100,0
2409,21.075,100,0
2410,21.083333,100,0
2411,21.091667,100,0
2412,21.1,100,0
2413,21.108333,100,0
2414,21.116667,100,0
2415,21.125,100,0
2416,21.133333,100,0
2417,21.141667,100,0
2418,21.15,100,0
2419,21.158333,100,0
2420,21.166667,100,0
2421,21.175,100,0
2422,21.183333,100,0
2423,21.191667,100,0
2424,21.2,100,0
2425,21.208333,100,0
2426,21.216667,100,0
2427,21.225,100,0
2428,21.233333,100,0
2429,21.241667,100,0
2430,21.25,100,0
2431,21.258333,100,0
2432,21.266667,100,0
2433,21.275,100,0
2434,21.283333,100,0
2435,21.291667,100,0
2436,21.3,100,0
2437,21.308333,100,0
2438,21.316667,100,0
2439,21.325,100,0
2440,21.333333,100,0
2441,21.341667,100,0
2442,21.35,100,0
2443,21.358333,100,0
2444,21.366667,100,0
2445,21.375,100,0
2446,21.383333,100,0
2447,21.391667,100,0
2448,21.4,100,0
2449,21.408333,100,0
2450,21.416667,100,0
2451,21.425,100,0
2452,21.433333,100,0
2453,21.441667,100,0
2454,21.45,100,0
2455,21.458333,100,0
2456,21.466667,100,0
2457,21.475,100,0
2458,21.483333,100,0
2459,21.491667,100,0
2460,21.5,100,0
2461,21.508333,100,0
2462,21.516667,100,0
2463,21.525,100,0
2464,21.533333,100,0
2465,21.541667,100,0
2466,21.55,100,0
2467,21.558333,100,0
2468,21.566667,100,0
2469,21.575,100,0
2470,21.583333,100,0
2471,21.591667,100,0
2472,21.6,100,0
2473,21.608333,100,0
2474,21.616667,100,0
2475,21.625,100,0
2476,21.633333,100,0
